Neighborhood,ID,Latitude,Longitude,"11 Agriculture, forestry, fishing and hunting","21 Mining, quarrying, and oil and gas extraction",22 Utilities,23 Construction,31-33 Manufacturing,41 Wholesale trade,44-45 Retail trade,48-49 Transportation and warehousing,51 Information and cultural industries,52 Finance and insurance,53 Real estate and rental and leasing,"54 Professional, scientific and technical services",55 Management of companies and enterprises,"56 Administrative and support, waste management and remediation services",61 Educational services,62 Health care and social assistance,"71 Arts, entertainment and recreation",72 Accommodation and food services,81 Other services (except public administration),91 Public administration,Any Job,Avg House Price,Avg Household Income,HAI,Avg House Price Categories,Avg Household Income Categories,HAI Categories,Assault,AutoTheft,Homicide,TheftOver,BreakandEnter,Robbery,All Crimes,Assault Categories,AutoTheft Categories,Homicide Categories,TheftOver Categories,BreakandEnter Categories,Robbery Categories,All Crimes Categories,English,French,Montagnais (Innu),Swampy Cree,Ojibway,Oji-Cree,Ottawa (Odawa),Dene,Sarsi (Sarcee),Mohawk,Dakota,Kabyle,Bilen,Oromo,Somali,Waray-Waray,Amharic,Arabic,Assyrian Neo-Aramaic,Chaldean Neo-Aramaic,Harari,Hebrew,Maltese,Tigrigna,Khmer (Cambodian),Vietnamese,Bikol,Cebuano,Fijian,Hiligaynon,Ilocano,Malagasy,Malay,"Pampangan (Kapampangan, Pampango)",Pangasinan,"Tagalog (Pilipino, Filipino)",Haitian Creole,Kannada,Malayalam,Tamil,Telugu,Albanian,Armenian,Latvian,Lithuanian,Belarusan,Bosnian,Bulgarian,Croatian,Czech,Macedonian,Polish,Russian,Serbian,Serbo-Croatian,Slovak,Slovene (Slovenian),Ukrainian,Scottish Gaelic,Welsh,Afrikaans,Danish,Dutch,German,Icelandic,Norwegian,Swedish,Vlaams (Flemish),Yiddish,Greek,Bengali,Gujarati,Hindi,Kashmiri,Konkani,Marathi,Nepali,Oriya (Odia),Punjabi (Panjabi),Sindhi,Sinhala (Sinhalese),Urdu,Kurdish,Pashto,Persian (Farsi),Catalan,Japanese,Italian,Portuguese,Romanian,Spanish,Georgian,Korean,Mongolian,Akan (Twi),Bamanankan,Edo,Ewe,"Fulah (Pular, Pulaar, Fulfulde)",Ga,Ganda,Igbo,Lingala,Rundi (Kirundi),Kinyarwanda (Rwanda),Shona,Swahili,Wolof,Yoruba,Dinka,Cantonese,Hakka,Mandarin,Min Dong,"Min Nan (Chaochow, Teochow, Fukien, Taiwanese)",Wu (Shanghainese),Burmese,Tibetan,Lao,Thai,Azerbaijani,Turkish,Uyghur,Uzbek,Estonian,Finnish,Hungarian,Afghan Restaurant,African Restaurant,American Restaurant,Asian Restaurant,BBQ Joint,Bagel Shop,Bakery,Bistro,Brazilian Restaurant,Breakfast Spot,Burger Joint,Burrito Place,Café,Cajun / Creole Restaurant,Cantonese Restaurant,Caribbean Restaurant,Caucasian Restaurant,Chinese Restaurant,Comfort Food Restaurant,Creperie,Cuban Restaurant,Czech Restaurant,Deli / Bodega,Dim Sum Restaurant,Diner,Doner Restaurant,Donut Shop,Dumpling Restaurant,Eastern European Restaurant,Egyptian Restaurant,Ethiopian Restaurant,Falafel Restaurant,Fast Food Restaurant,Filipino Restaurant,Fish & Chips Shop,Food Court,Food Truck,French Restaurant,Fried Chicken Joint,Gastropub,Greek Restaurant,Hakka Restaurant,Hotpot Restaurant,Hungarian Restaurant,Indian Chinese Restaurant,Indian Restaurant,Indonesian Restaurant,Irish Pub,Italian Restaurant,Japanese Restaurant,Kebab Restaurant,Korean Restaurant,Latin American Restaurant,Malay Restaurant,Mediterranean Restaurant,Mexican Restaurant,Middle Eastern Restaurant,New American Restaurant,Noodle House,Pakistani Restaurant,Persian Restaurant,Peruvian Restaurant,Pizza Place,Poke Place,Portuguese Restaurant,Poutine Place,Ramen Restaurant,Restaurant,Salad Place,Sandwich Place,Seafood Restaurant,Snack Place,Soup Place,South American Restaurant,Souvlaki Shop,Spanish Restaurant,Sri Lankan Restaurant,Steakhouse,Sushi Restaurant,Szechuan Restaurant,Taco Place,Tapas Restaurant,Thai Restaurant,Theme Restaurant,Tibetan Restaurant,Turkish Restaurant,Vegetarian / Vegan Restaurant,Vietnamese Restaurant,Wings Joint,Xinjiang Restaurant
Trinity-Bellwoods,81,43.6501763,-79.4153421634,0.583,0.189,0.08,0.199,0.15,0.144,0.264,0.127,0.227,0.054,0.138,0.137,0.06,0.192,0.299,0.236,0.401,0.371,0.358,0.208,0.196,1450000,127000,61.709,"High (>1,432,000)","Medium (106,666-152,333)",Low (<76),854,132,1,36,415,143,1581,"Medium (588-1,027)",Medium (105-184),Low (<2),Medium (26-44),High (>353),Medium (109-192),"Medium (1,138-1,773)",0.211,0.162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028,0.015,0.0,0.0,0.2,0.021,0.0,0.095,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034,0.0,0.0,0.034,0.001,0.014,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.267,0.0,0.0,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.333,0.104,0.089,0.44,0.021,0.034,0.0,0.004,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.091,0.0,0.113,0.024,0.148,0.75,0.132,0.045,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.667,1.0,0.0,0.0,0.375,0.0,0.0,0.0,0.167,0.0,0.467,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.273,0.2,0.0,0.1,0.0,0.0,0.0,1.0,0.2,1.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.429,0.0,0.3,0.333,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.143,0.0,0.0
Niagara,82,43.6366808791,-79.412420401,0.167,0.378,0.46,0.305,0.353,0.745,0.564,0.354,0.649,0.294,0.449,0.434,0.56,0.315,0.504,0.523,0.633,0.55,0.598,0.465,0.482,746666,124666,117.635,"Low (<964,000)","Medium (106,666-152,333)",High (>100),845,79,2,52,274,65,1317,"Medium (588-1,027)",Low (<105),Medium (2-4),High (>44),Medium (224-353),Low (<109),"Medium (1,138-1,773)",0.491,0.448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.0,0.194,0.108,0.0,0.0,0.0,0.083,0.091,0.095,0.0,0.025,0.0,0.077,0.0,0.0,0.0,0.0,0.143,0.0,0.0,0.052,0.0,0.0,0.018,0.005,0.048,0.021,0.004,0.0,0.0,0.0,0.0,0.154,0.103,0.1,0.034,0.076,0.033,0.041,0.0,0.017,0.0,0.025,0.0,0.0,0.0,1.0,0.143,0.267,0.0,0.0,0.25,0.0,0.0,0.026,0.005,0.003,0.121,0.0,0.0,0.091,0.013,0.0,0.006,0.0,0.0,0.006,0.0,0.006,0.031,0.333,0.119,0.015,0.106,0.053,0.181,0.0,0.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.118,0.0,0.0,0.0,0.033,0.024,0.058,0.0,0.053,0.091,0.0,0.004,0.0,0.0,0.0,0.096,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.667,0.667,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.467,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.364,0.2,0.0,0.1,0.0,0.0,0.5,0.667,0.1,1.0,0.0,0.0,0.0,1.0,0.333,0.0,0.0,0.0,0.333,0.571,0.0,0.3,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,1.0,0.0,0.0,0.143,0.0,0.0
Dufferin Grove,83,43.6554283326,-79.4373410365,0.167,0.0,0.08,0.237,0.132,0.126,0.192,0.121,0.239,0.039,0.114,0.069,0.08,0.19,0.247,0.188,0.241,0.249,0.232,0.138,0.147,1250000,95500,53.828,"Medium (964,000-1,432,000)","Low (<106,666)",Low (<76),829,86,1,50,288,229,1483,"Medium (588-1,027)",Low (<105),Low (<2),High (>44),Medium (224-353),High (>192),"Medium (1,138-1,773)",0.156,0.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034,0.0,0.0,0.0,0.0,0.091,0.095,0.0,0.052,0.0,0.0,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.014,0.333,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.103,0.1,0.0,0.021,0.007,0.007,0.0,0.008,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052,0.026,0.001,0.047,0.0,0.0,0.0,0.013,0.0,0.009,0.034,0.0,0.01,0.059,0.006,0.003,0.0,0.03,0.035,0.312,0.011,0.128,0.019,0.015,0.25,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031,0.0,0.022,0.25,0.026,0.0,0.0,0.018,0.0,0.0,0.0,0.011,0.0,0.0,0.111,0.0,0.14,0.0,0.0,0.333,1.0,0.0,0.0,0.25,0.0,0.5,0.0,0.167,0.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.167,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.364,0.2,0.0,0.2,0.0,0.0,0.0,0.333,0.2,1.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.714,0.0,0.1,0.333,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.286,0.0,0.0
Little Portugal,84,43.6475359304,-79.4303227131,0.417,0.0,0.08,0.254,0.201,0.14,0.318,0.142,0.315,0.057,0.126,0.143,0.18,0.21,0.312,0.216,0.388,0.364,0.315,0.157,0.208,773000,108000,98.437,"Low (<964,000)","Medium (106,666-152,333)",Medium (76-100),602,85,5,34,293,70,1089,"Medium (588-1,027)",Low (<105),High (>4),Medium (26-44),Medium (224-353),Low (<109),"Low (<1,138)",0.221,0.117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056,0.01,0.0,0.0,0.0,0.0,0.0,0.048,0.0,0.066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019,0.0,0.0,0.018,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.034,0.0,0.0,0.034,0.004,0.007,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.143,0.067,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045,0.0,0.0,0.0,0.004,0.0,0.045,0.017,0.452,0.0,0.062,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048,0.0,0.025,0.0,0.158,0.091,0.0,0.004,0.0,0.25,0.0,0.011,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.667,0.667,0.0,0.0,0.375,0.0,0.0,0.0,0.167,0.0,0.533,0.0,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.455,0.2,0.0,0.1,0.0,0.0,0.0,0.667,0.2,1.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.429,0.0,0.3,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.429,0.0,0.0
South Parkdale,85,43.6366995242,-79.43933783119999,0.167,0.054,0.2,0.278,0.215,0.245,0.471,0.239,0.285,0.062,0.218,0.106,0.1,0.337,0.225,0.378,0.408,0.626,0.48,0.184,0.252,1300000,61000,33.06,"Medium (964,000-1,432,000)","Low (<106,666)",Low (<76),1036,85,1,45,298,151,1616,"High (>1,027)",Low (<105),Low (<2),High (>44),Medium (224-353),Medium (109-192),"Medium (1,138-1,773)",0.272,0.188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.25,0.694,0.059,0.0,0.0,0.4,0.021,0.0,0.524,0.0,0.161,0.0,0.154,0.0,0.0,0.065,1.0,0.143,0.0,0.0,0.181,0.0,0.0,0.053,0.031,0.167,0.021,0.0,0.167,0.05,0.0,0.077,0.077,0.069,0.8,0.034,0.538,0.018,0.041,0.222,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.013,0.014,0.004,0.056,0.0,0.333,0.182,0.114,0.333,0.004,0.0,0.045,0.006,0.0,0.0,0.013,0.0,0.015,0.011,0.037,0.032,0.115,0.0,0.013,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059,0.5,0.0,0.0,0.019,0.0,0.015,0.0,0.079,0.0,0.0,1.0,0.0,0.0,0.0,0.053,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.667,0.667,0.0,0.0,0.375,0.0,0.0,0.0,0.167,0.0,0.333,0.0,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.455,0.2,0.0,0.1,0.0,0.0,0.0,0.667,0.2,1.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.429,0.0,0.3,0.333,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.429,0.0,0.0
Roncesvalles,86,43.646122994399995,-79.4429924472,0.333,0.054,0.12,0.197,0.139,0.162,0.209,0.133,0.269,0.037,0.108,0.102,0.14,0.125,0.357,0.204,0.327,0.304,0.35,0.211,0.175,1200000,107000,62.823,"Medium (964,000-1,432,000)","Medium (106,666-152,333)",Low (<76),641,90,3,38,359,138,1269,"Medium (588-1,027)",Low (<105),Medium (2-4),Medium (26-44),High (>353),Medium (109-192),"Medium (1,138-1,773)",0.224,0.201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028,0.03,0.0,0.0,0.0,0.0,0.0,0.048,0.022,0.061,0.0,0.154,0.0,0.167,0.022,0.0,0.0,0.0,0.0,0.028,0.0,0.0,0.035,0.014,0.024,0.021,0.0,0.167,0.05,0.0,0.0,0.0,0.103,0.2,0.0,0.421,0.005,0.028,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.267,0.0,0.0,0.0,0.0,0.0,0.039,0.012,0.011,0.037,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.045,0.004,0.0,0.0,0.002,0.0,0.045,0.004,0.062,0.011,0.048,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.059,0.0,0.0,0.0,0.017,0.024,0.01,0.0,0.053,0.0,0.667,0.168,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.667,0.667,0.0,0.0,0.375,0.0,0.0,0.0,0.167,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.455,0.2,0.0,0.2,0.0,0.0,0.0,0.333,0.2,1.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.429,0.0,0.2,0.333,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.429,0.0,0.0
High Park-Swansea,87,43.6450645834,-79.46787222430001,0.167,0.108,0.32,0.247,0.231,0.363,0.372,0.265,0.311,0.123,0.265,0.186,0.28,0.219,0.572,0.394,0.398,0.256,0.449,0.362,0.283,1242500,130000,73.716,"Medium (964,000-1,432,000)","Medium (106,666-152,333)",Low (<76),440,77,0,30,193,117,857,Low (<588),Low (<105),Low (<2),Medium (26-44),Low (<224),Medium (109-192),"Low (<1,138)",0.37,0.305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.028,0.044,0.0,0.0,0.0,0.0,0.182,0.095,0.0,0.025,0.0,0.0,0.0,0.0,0.065,0.0,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.024,0.042,0.004,1.0,0.45,0.0,0.0,0.192,0.345,0.2,0.034,0.593,0.049,0.393,0.333,0.025,0.111,0.235,0.0,0.0,0.0,0.0,0.143,0.333,0.0,0.0,0.0,0.0,0.0,0.039,0.009,0.0,0.019,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.045,0.007,0.0,0.0,0.013,0.0,0.06,0.015,0.026,0.105,0.101,0.0,0.028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.016,0.0,0.026,0.045,0.0,0.0,0.077,0.0,0.0,0.011,0.0,0.0,0.444,0.0,0.14,0.0,0.0,0.0,0.333,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.25,0.467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.6,0.167,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.545,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.444,0.0,0.0,0.0,0.0,0.429,0.0,0.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.0,0.2,0.0,1.0,0.0,0.0,0.143,0.0,0.0
High Park North,88,43.6575649139,-79.4663021661,0.5,0.135,0.28,0.259,0.222,0.288,0.322,0.26,0.26,0.12,0.163,0.184,0.2,0.225,0.55,0.374,0.31,0.314,0.409,0.332,0.267,1500000,135000,63.41,"High (>1,432,000)","Medium (106,666-152,333)",Low (<76),409,60,0,14,224,94,801,Low (<588),Low (<105),Low (<2),Low (<26),Medium (224-353),Low (<109),"Low (<1,138)",0.322,0.331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.143,0.004,0.0,0.222,0.123,0.0,0.0,0.0,0.042,0.182,0.238,0.0,0.023,0.0,0.0,0.0,0.0,0.022,0.0,0.0,0.0,0.0,0.049,0.0,0.0,0.035,0.007,0.024,0.062,0.011,0.667,1.0,0.5,0.077,0.192,0.31,0.3,0.034,0.462,0.109,0.359,0.333,0.025,0.056,0.2,0.0,0.0,0.0,0.5,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.058,0.009,0.001,0.047,0.0,0.0,0.182,0.013,0.0,0.006,0.034,0.0,0.012,0.0,0.0,0.023,0.333,0.06,0.011,0.057,0.126,0.124,0.019,0.051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.118,0.0,0.0,0.0,0.007,0.0,0.021,0.0,0.026,0.0,0.167,0.014,0.0,0.5,0.0,0.085,0.0,0.182,0.222,0.2,0.3,0.0,0.0,0.333,0.0,0.25,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.333,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.429,0.0,0.1,0.333,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Runnymede-Bloor West Village,89,43.6592688193,-79.485708182,0.167,0.054,0.14,0.11,0.083,0.147,0.121,0.118,0.117,0.046,0.08,0.082,0.2,0.085,0.288,0.146,0.133,0.068,0.197,0.168,0.113,1600000,191000,84.106,"High (>1,432,000)","High (>152,333)",Medium (76-100),364,180,0,11,223,168,946,Low (<588),Medium (105-184),Low (<2),Low (<26),Low (<224),Medium (109-192),"Low (<1,138)",0.166,0.149,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.05,0.0,0.0,0.0,0.207,0.0,0.034,0.103,0.004,0.028,0.111,0.0,0.056,0.14,0.0,0.0,0.0,0.0,0.0,0.133,0.0,0.0,0.0,0.0,0.0,0.077,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.03,0.011,0.007,0.011,0.025,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.002,0.0,0.079,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.333,0.0,0.25,0.0,0.75,0.0,0.5,0.2,0.0,0.0,0.533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.333,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.429,0.0,0.1,0.667,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Junction Area,90,43.6678897668,-79.47143987359999,0.333,0.054,0.0,0.259,0.189,0.205,0.283,0.153,0.158,0.052,0.12,0.082,0.2,0.185,0.362,0.217,0.265,0.173,0.366,0.227,0.172,916500,105500,81.102,"Low (<964,000)","Low (<106,666)",Medium (76-100),691,177,1,36,290,100,1295,"Medium (588-1,027)",Medium (105-184),Low (<2),Medium (26-44),Medium (224-353),Low (<109),"Medium (1,138-1,773)",0.207,0.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.028,0.01,0.0,0.0,0.0,0.0,1.0,0.095,0.044,0.102,0.0,0.0,0.0,0.0,0.043,0.0,0.0,1.0,1.0,0.052,0.0,0.0,0.0,0.0,0.0,0.083,0.0,0.333,0.15,0.0,0.077,0.038,0.034,0.1,0.034,0.117,0.016,0.048,0.0,0.017,0.0,0.05,0.0,0.0,0.0,0.5,0.0,0.2,1.0,0.0,0.0,0.0,0.0,0.09,0.014,0.0,0.028,0.0,0.0,0.0,0.025,0.0,0.006,0.0,0.091,0.003,0.0,0.0,0.0,0.0,0.06,0.024,0.098,0.011,0.103,0.038,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.019,0.024,0.018,0.0,0.053,0.0,0.0,0.082,0.077,0.25,0.0,0.011,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.333,0.0,0.5,0.0,0.75,0.0,1.0,0.0,0.0,0.0,0.733,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.333,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.636,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.1,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.286,0.0,0.1,0.333,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
